"index" "college" "visits" "amount"
"1606" "New England College" 0 0
"1607" "Keene " 0 0
"1608" "Keene State College" 0 0
"1609" "Antioch University New England" 0 0
"1610" "Manchester " 0 0
"1611" "University of New Hampshire at Manchester" 0 0
"1612" "Southern New Hampshire University" 0 0
"1613" "New Hampshire Institute of Art" 0 0
"1614" "New London " 0 0
"1615" "Colby–Sawyer College" 0 0
"1616" "Plymouth " 0 0
"1617" "Plymouth State University" 0 0
"1618" "Rindge " 0 0
"1619" "Franklin Pierce University" 0 0
"1620" "New Jersey[edit]" 0 0
"1621" "Ewing " 0 0
"1622" "The College of New Jersey" 0 0
"1623" "Rider University" 0 0
"1624" "Jersey City " 0 0
"1625" "New Jersey City University" 0 0
"1626" "Saint Peter's University" 0 0
"1627" "Glassboro " 0 0
"1628" "Rowan University" 0 0
"1629" "Hoboken " 0 0
"1630" "Stevens Institute of Technology" 0 0
"1631" "Madison " 0 0
"1632" "Drew University" 0 0
"1633" "Fairleigh Dickinson University" 0 0
"1634" "College of Saint Elizabeth" 0 0
"1635" "Montclair " 0 0
"1636" "Montclair State University" 0 0
"1637" "Newark " 0 0
"1638" "Rutgers University" 0 0
"1639" "New Jersey Institute of Technology" 0 0
"1640" "UMDNJ" 0 0
"1641" "New Brunswick " 0 0
"1642" "Rutgers University" 0 0
"1643" "Paterson" 0 0
"1644" "Princeton " 0 0
"1645" "Princeton University" 0 0
"1646" "Union " 0 0
"1647" "Kean University" 0 0
"1648" "West Long Branch " 0 0
"1649" "Monmouth University" 0 0
"1650" "New Mexico[edit]" 0 0
"1651" "Albuquerque " 0 0
"1652" "University of New Mexico" 0 0
"1653" "Southwest University of Visual Arts" 0 0
"1654" "Southwestern Indian Polytechnic Institute" 0 0
"1655" "Trinity Southwest University" 0 0
"1656" "University of St. Francis College of Nursing and Allied Health Department of Physician Assistant Studies" 0 0
"1657" "St. Norbert College Master of Theological Studies program; New Mexico State University" 0 0
"1658" "Highlands University" 0 0
"1659" "Lewis University" 0 0
"1660" "Wayland Baptist University" 0 0
"1661" "and Webster University; Brookline College" 0 0
"1662" "Pima Medical Institute" 0 0
"1663" "National American University" 0 0
"1664" "Grand Canyon University" 0 0
"1665" "the University of Phoenix and several barber/beauty colleges have established their presence in the area." 0 0
"1666" "Hobbs " 0 0
"1667" "University of the Southwest" 0 0
"1668" "Las Cruces " 0 0
"1669" "New Mexico State University" 0 0
"1670" "Las Vegas " 0 0
"1671" "New Mexico Highlands University" 0 0
"1672" "Portales " 0 0
"1673" "Eastern New Mexico University" 0 0
"1674" "Rio Rancho" 0 0
"1675" "Silver City " 0 0
"1676" "Western New Mexico University" 0 0
"1677" "Socorro " 0 0
"1678" "New Mexico Institute of Mining and Technology" 0 0
"1679" "New York[edit]" 4 107.12
"1680" "Albany " 0 0
"1681" "SUNY Albany" 0 0
"1682" "Siena College" 0 0
"1683" "Albany College of Pharmacy" 0 0
"1684" "Albany Law School" 0 0
"1685" "Albany Medical College" 0 0
"1686" "College of Saint Rose" 0 0
"1687" "Excelsior College" 0 0
"1688" "Maria College of Albany" 0 0
"1689" "Mildred Elley" 0 0
"1690" "Sage College of Albany" 0 0
"1691" "Alfred " 0 0
"1692" "Alfred University" 0 0
"1693" "Alfred State College" 0 0
"1694" "Aurora " 0 0
"1695" "Wells College" 0 0
"1696" "Binghamton " 0 0
"1697" "Binghamton University" 0 0
"1698" "Brockport " 0 0
"1699" "SUNY Brockport" 0 0
"1700" "Buffalo " 0 0
"1701" "University at Buffalo" 0 0
"1702" "Buffalo State College" 0 0
"1703" "Canisius College" 0 0
"1704" "Daemen College" 0 0
"1705" "D'Youville College" 0 0
"1706" "Medaille College" 0 0
"1707" "Villa Maria College" 0 0
"1708" "Canton " 0 0
"1709" "St. Lawrence University" 0 0
"1710" "SUNY Canton" 0 0
"1711" "Clinton " 0 0
"1712" "Hamilton College" 0 0
"1713" "Cortland " 0 0
"1714" "State University of New York at Cortland" 0 0
"1715" "Cobleskill " 0 0
"1716" "SUNY Cobleskill" 0 0
"1717" "Delhi " 0 0
"1718" "SUNY Delhi" 0 0
"1719" "Fredonia " 0 0
"1720" "SUNY Fredonia" 0 0
"1721" "Geneseo " 0 0
"1722" "SUNY Geneseo" 0 0
"1723" "Geneva " 0 0
"1724" "Hobart and William Smith Colleges" 0 0
"1725" "Hamilton " 0 0
"1726" "Colgate University" 0 0
"1727" "Ithaca " 0 0
"1728" "Cornell University" 0 0
"1729" "Ithaca College" 0 0
"1730" "Newburgh " 0 0
"1731" "Mount Saint Mary College" 0 0
"1732" "New Paltz " 0 0
"1733" "SUNY New Paltz" 0 0
"1734" "New Rochelle " 0 0
"1735" "Iona College" 0 0
"1736" "New York City " 0 0
"1737" "New York University" 0 0
"1738" "Columbia University" 0 0
"1739" "Barnard College" 0 0
"1740" "Teachers College" 0 0
"1741" "Manhattan School of Music" 0 0
"1742" "Jewish Theological Seminary" 0 0
"1743" "Union Theological Seminary" 0 0
"1744" "Bank Street College of Education" 0 0
"1745" "St. John's University" 0 0
"1746" "Oneonta " 0 0
"1747" "SUNY Oneonta" 0 0
"1748" "Hartwick College" 0 0
"1749" "Oswego " 0 0
"1750" "SUNY Oswego" 0 0
"1751" "Plattsburgh " 0 0
"1752" "SUNY Plattsburgh" 0 0
"1753" "Potsdam " 0 0
"1754" "SUNY Potsdam" 0 0
"1755" "Clarkson University" 0 0
"1756" "Poughkeepsie " 0 0
"1757" "Vassar College" 0 0
"1758" "Marist College" 0 0
"1759" "Purchase " 0 0
"1760" "Purchase College" 0 0
"1761" "Manhattanville College" 0 0
"1762" "Rochester " 0 0
"1763" "University of Rochester" 0 0
"1764" "Rochester Institute of Technology" 0 0
"1765" "Nazareth College" 0 0
"1766" "St. John Fisher College" 0 0
"1767" "Monroe Community College" 0 0
"1768" "Roberts Wesleyan College" 0 0
"1769" "SUNY Brockport" 0 0
"1770" "SUNY Empire State College" 0 0
"1771" "Saratoga Springs " 0 0
"1772" "Skidmore College" 0 0
"1773" "Schenectady " 0 0
"1774" "Union College" 0 0
"1775" "Schenectady County Community College" 0 0
"1776" "Seneca Falls " 0 0
"1777" "New York Chiropractic College" 0 0
"1778" "Stony Brook " 0 0
"1779" "Stony Brook University" 0 0
"1780" "Syracuse " 0 0
"1781" "Syracuse University" 0 0
"1782" "SUNY ESF" 0 0
"1783" "Upstate Medical University" 0 0
"1784" "Le Moyne College" 0 0
"1785" "Tivoli " 0 0
"1786" "Bard College" 0 0
"1787" "Troy " 0 0
"1788" "Rensselaer Polytechnic Institute" 0 0
"1789" "Russell Sage College" 0 0
"1790" "Hudson Valley Community College" 0 0
"1791" "Valhalla " 0 0
"1792" "New York Medical College" 0 0
"1793" "West Point " 0 0
"1794" "United States Military Academy" 0 0
"1795" "Yonkers " 0 0
"1796" "Sarah Lawrence College" 0 0
"1797" "North Carolina[edit]" 0 0
"1798" "Asheville " 0 0
"1799" "Asheville-Buncombe Technical Community College" 0 0
"1800" "Black Mountain College" 0 0
"1801" "Shaw University" 0 0
"1802" "Lenoir-Rhyne University" 0 0
"1803" "University of North Carolina at Asheville" 0 0
"1804" "South College - Asheville" 0 0
"1805" "Banner Elk " 0 0
"1806" "Lees-McRae College" 0 0
"1807" "Belmont " 0 0
"1808" "Belmont Abbey College" 0 0
"1809" "Boiling Springs " 0 0
"1810" "Gardner-Webb University" 0 0
"1811" "Boone " 0 0
"1812" "Appalachian State University" 0 0
"1813" "Brevard " 0 0
"1814" "Brevard College" 0 0
"1815" "Buies Creek " 0 0
"1816" "Campbell University" 0 0
"1817" "Chapel Hill " 0 0
"1818" "University of North Carolina at Chapel Hill" 0 0
"1819" "Charlotte " 0 0
"1820" "University of North Carolina at Charlotte" 0 0
"1821" "Johnson C. Smith University" 0 0
"1822" "Johnson & Wales University" 0 0
"1823" "Queens University of Charlotte" 0 0
"1824" "Cullowhee " 0 0
"1825" "Western Carolina University" 0 0
"1826" "Davidson " 0 0
"1827" "Davidson College" 0 0
"1828" "Durham " 0 0
"1829" "Duke University" 0 0
"1830" "North Carolina Central University" 0 0
"1831" "Elizabeth City " 0 0
"1832" "Mid-Atlantic Christian University" 0 0
"1833" "Elon " 0 0
"1834" "Elon University" 0 0
"1835" "Fayetteville " 0 0
"1836" "Methodist University" 0 0
"1837" "Greensboro " 0 0
"1838" "University of North Carolina at Greensboro" 0 0
"1839" "Greensboro College" 0 0
"1840" "Guilford College" 0 0
"1841" "North Carolina A & T State University" 0 0
"1842" "Bennett College" 0 0
"1843" "Elon University School of Law" 0 0
"1844" "Greenville " 0 0
"1845" "East Carolina University" 0 0
"1846" "Hickory " 0 0
"1847" "Lenoir-Rhyne University" 0 0
"1848" "High Point " 0 0
"1849" "High Point University" 0 0
"1850" "Laurinburg " 0 0
"1851" "St. Andrews University" 0 0
"1852" "Mars Hill " 0 0
"1853" "Mars Hill College" 0 0
"1854" "Misenheimer " 0 0
"1855" "Pfeiffer University" 0 0
"1856" "Montreat " 0 0
"1857" "Montreat College" 0 0
"1858" "Mount Olive " 0 0
"1859" "Mount Olive College" 0 0
"1860" "Murfreesboro " 0 0
"1861" "Chowan University" 0 0
"1862" "Pembroke " 0 0
"1863" "University of North Carolina at Pembroke" 0 0
"1864" "Raleigh " 0 0
"1865" "North Carolina State University" 0 0
"1866" "Campbell University-Norman Adrian Wiggins School of Law" 0 0
"1867" "Meredith College" 0 0
"1868" "William Peace University" 0 0
"1869" "Shaw University" 0 0
"1870" "St. Augustine's University" 0 0
"1871" "Rocky Mount " 0 0
"1872" "North Carolina Wesleyan College" 0 0
"1873" "Salisbury " 0 0
"1874" "Catawba College" 0 0
"1875" "Wilmington " 0 0
"1876" "University of North Carolina at Wilmington" 0 0
"1877" "Wilson " 0 0
"1878" "Barton College " 0 0
"1879" "Wingate " 0 0
"1880" "Wingate University" 0 0
"1881" "Winston-Salem " 0 0
"1882" "Wake Forest University" 0 0
"1883" "University of North Carolina School of the Arts" 0 0
"1884" "Salem College" 0 0
"1885" "Winston-Salem State University" 0 0
"1886" "North Dakota[edit]" 0 0
"1887" "Bismarck " 0 0
"1888" "University of Mary" 0 0
"1889" "Rasmussen College" 0 0
"1890" "Dickinson " 0 0
"1891" "Dickinson State University" 0 0
"1892" "Fargo " 0 0
"1893" "North Dakota State University" 0 0
"1894" "Grand Forks " 0 0
"1895" "University of North Dakota" 0 0
"1896" "Jamestown " 0 0
"1897" "University of Jamestown" 0 0
"1898" "Mayville " 0 0
"1899" "Mayville State University" 0 0
"1900" "Minot " 0 0
"1901" "Minot State University" 0 0
"1902" "Valley City " 0 0
"1903" "Valley City State University" 0 0
"1904" "Ohio[edit]" 0 0
"1905" "Ada " 0 0
"1906" "Ohio Northern University" 0 0
"1907" "Akron " 0 0
"1908" "University of Akron" 0 0
"1909" "Alliance " 0 0
"1910" "University of Mount Union" 0 0
"1911" "Ashland " 0 0
"1912" "Ashland University" 0 0
"1913" "Athens " 0 0
"1914" "Ohio University" 0 0
"1915" "Berea " 0 0
"1916" "Baldwin Wallace College" 0 0
"1917" "Bluffton " 0 0
"1918" "Bluffton University" 0 0
"1919" "Bowling Green " 0 0
"1920" "Bowling Green State University" 0 0
"1921" "Cedarville " 0 0
"1922" "Cedarville University" 0 0
"1923" "Cincinnati " 0 0
"1924" "University of Cincinnati" 0 0
"1925" "Xavier University" 0 0
"1926" "Cincinnati Christian University" 0 0
"1927" "Chatfield College" 0 0
"1928" "Mount St. Joseph University" 0 0
"1929" "Cleveland:" 0 0
"1930" "Downtown " 0 0
"1931" "Cleveland State University" 0 0
"1932" "Cuyahoga Community College" 0 0
"1933" "Fairfax " 0 0
"1934" "Cleveland Clinic Lerner College of Medicine" 0 0
"1935" "St. Clair-Superior " 0 0
"1936" "Ohio Technical College" 0 0
"1937" "University Circle " 0 0
"1938" "Case Western Reserve University" 0 0
"1939" "Columbus :" 0 0
"1940" "Downtown " 0 0
"1941" "Capital University Law School" 0 0
"1942" "Columbus College of Art and Design" 0 0
"1943" "Franklin University" 0 0
"1944" "North Central neighborhood " 0 0
"1945" "Ohio Dominican University" 0 0
"1946" "University District " 0 0
"1947" "Ohio State University" 0 0
"1948" "Dayton " 0 0
"1949" "University of Dayton" 0 0
"1950" "Wright State University Boonshoft School of Medicine" 0 0
"1951" "Delaware " 0 0
"1952" "Ohio Wesleyan University" 0 0
"1953" "Fairborn " 0 0
"1954" "Wright State University" 0 0
"1955" "Findlay " 0 0
"1956" "University of Findlay" 0 0
"1957" "Gambier " 0 0
"1958" "Kenyon College" 0 0
"1959" "Granville " 0 0
"1960" "Denison University" 0 0
"1961" "Hiram " 0 0
"1962" "Hiram College" 0 0
"1963" "Kent " 0 0
"1964" "Kent State University" 0 0
"1965" "Nelsonville " 0 0
"1966" "Hocking College" 0 0
"1967" "New Concord " 0 0
"1968" "Muskingum College" 0 0
"1969" "Oberlin " 0 0
"1970" "Oberlin College" 0 0
"1971" "Oxford " 0 0
"1972" "Miami University" 0 0
"1973" "Perrysburg Township " 0 0
"1974" "Owens Community College" 0 0
"1975" "Rio Grande " 0 0
"1976" "University of Rio Grande" 0 0
"1977" "Springfield " 0 0
"1978" "Wittenberg University" 0 0
"1979" "Tiffin " 0 0
"1980" "Tiffin University" 0 0
"1981" "Heidelberg University" 0 0
"1982" "Toledo " 0 0
"1983" "University of Toledo" 0 0
"1984" "University of Toledo College of Medicine and Life Sciences" 0 0
"1985" "Davis College" 0 0
"1986" "Mercy College of Ohio" 0 0
"1987" "Wilberforce " 0 0
"1988" "Wilberforce University" 0 0
"1989" "Central State University" 0 0
"1990" "Wooster " 0 0
"1991" "College of Wooster" 0 0
"1992" "Yellow Springs " 0 0
"1993" "Antioch College" 0 0
"1994" "Antioch University Midwest" 0 0
"1995" "Youngstown " 0 0
"1996" "Youngstown State University" 0 0
"1997" "Oklahoma[edit]" 0 0
"1998" "Ada " 0 0
"1999" "East Central University" 0 0
"2000" "Alva " 0 0
"2001" "Northwestern Oklahoma State University" 0 0
"2002" "Bethany " 0 0
"2003" "Southern Nazarene University" 0 0
"2004" "Durant " 0 0
"2005" "Southeastern Oklahoma State University" 0 0
"2006" "Edmond " 0 0
"2007" "University of Central Oklahoma" 0 0
"2008" "Oklahoma Christian University" 0 0
"2009" "Goodwell " 0 0
"2010" "Oklahoma Panhandle State University" 0 0
"2011" "Langston " 0 0
"2012" "Langston University" 0 0
"2013" "Lawton " 0 0
"2014" "Cameron University" 0 0
"2015" "Midwest City " 0 0
"2016" "Rose State College" 0 0
"2017" "Norman " 0 0
"2018" "University of Oklahoma" 0 0
"2019" "Oklahoma City " 0 0
"2020" "Oklahoma City University" 0 0
"2021" "University of Oklahoma - OU Medicine and the University of Oklahoma Health Sciences Center campuses" 0 0
"2022" "Oklahoma State University–Oklahoma City" 0 0
"2023" "Stillwater " 0 0
"2024" "Oklahoma State University" 0 0
"2025" "Tahlequah " 0 0
"2026" "Northeastern State University" 0 0
"2027" "Tulsa " 0 0
"2028" "University of Tulsa" 0 0
"2029" "Weatherford " 0 0
"2030" "Southwestern Oklahoma State University" 0 0
"2031" "Oregon[edit]" 0 0
"2032" "Ashland " 0 0
"2033" "Southern Oregon University" 0 0
"2034" "Corvallis " 0 0
"2035" "Oregon State University" 0 0
"2036" "Eugene " 0 0
"2037" "University of Oregon" 0 0
"2038" "Lane Community College" 0 0
"2039" "Northwest Christian University " 0 0
"2040" "Forest Grove " 0 0
"2041" "Pacific University" 0 0
"2042" "Klamath Falls " 0 0
"2043" "Klamath Community College" 0 0
"2044" "Oregon Institute of Technology" 0 0
"2045" "La Grande " 0 0
"2046" "Eastern Oregon University" 0 0
"2047" "Lebanon " 0 0
"2048" "Western University of Health Sciences Oregon Branch: College of Osteopathic Medicine of the Pacific" 0 0
"2049" "Northwest" 5 148
"2050" "Marylhurst " 0 0
"2051" "Marylhurst University" 0 0
"2052" "McMinnville " 0 0
"2053" "Linfield College" 0 0
"2054" "Monmouth " 0 0
"2055" "Western Oregon University" 0 0
"2056" "Newberg " 0 0
"2057" "George Fox University" 0 0
"2058" "Portland " 0 0
"2059" "Portland State University" 0 0
"2060" "Oregon Health & Science University" 0 0
"2061" "Portland Community College" 0 0
"2062" "University of Portland" 0 0
"2063" "Lewis & Clark College ...." 0 0
"2064" "Salem " 0 0
"2065" "Chemeketa Community College" 0 0
"2066" "Corban University" 0 0
"2067" "Tokyo International University of America" 0 0
"2068" "Willamette University" 0 0
"2069" "Pennsylvania[edit]" 0 0
"2070" "Allentown " 0 0
"2071" "Cedar Crest College" 0 0
"2072" "Muhlenberg College" 0 0
"2073" "a satellite campus of Lehigh Carbon Community College " 0 0
"2074" "LCCC" 0 0
"2075" "Altoona " 0 0
"2076" "Penn State Altoona" 0 0
"2077" "Annville " 0 0
"2078" "Lebanon Valley College" 0 0
"2079" "Bethlehem " 0 0
"2080" "Lehigh University" 0 0
"2081" "Moravian College" 0 0
"2082" "Bloomsburg " 0 0
"2083" "Bloomsburg University of Pennsylvania" 0 0
"2084" "Bradford " 0 0
"2085" "University of Pittsburgh at Bradford" 0 0
"2086" "California " 0 0
"2087" "California University of Pennsylvania" 0 0
"2088" "Carlisle " 0 0
"2089" "Dickinson College" 0 0
"2090" "Penn State Dickinson School of Law" 0 0
"2091" "Center Township" 0 0
"2092" "Beaver County " 0 0
"2093" "Penn State Beaver" 0 0
"2094" "Center Valley " 0 0
"2095" "DeSales University" 0 0
"2096" "Penn State Lehigh Valley" 0 0
"2097" "Strayer University " 0 0
"2098" "Allentown campus" 0 0
"2099" "Chambersburg " 0 0
"2100" "Wilson College" 0 0
"2101" "Clarion " 0 0
"2102" "Clarion University of Pennsylvania" 0 0
"2103" "Collegeville " 0 0
"2104" "Ursinus College" 0 0
"2105" "Cresson " 0 0
"2106" "Mount Aloysius College" 0 0
"2107" "Dunmore " 0 0
"2108" "Pennsylvania State University" 0 0
"2109" "Easton " 0 0
"2110" "Lafayette College" 0 0
"2111" "East Stroudsburg " 0 0
"2112" "East Stroudsburg University of Pennsylvania" 0 0
"2113" "Edinboro " 0 0
"2114" "Edinboro University of Pennsylvania" 0 0
"2115" "Erie " 0 0
"2116" "Gannon University" 0 0
"2117" "Mercyhurst College" 0 0
"2118" "Penn State Erie" 0 0
"2119" "Lake Erie College of Osteopathic Medicine" 0 0
"2120" "Gettysburg " 0 0
"2121" "Gettysburg College" 0 0
"2122" "Grantham " 0 0
"2123" "Messiah College" 0 0
"2124" "Greensburg " 0 0
"2125" "Seton Hill University" 0 0
"2126" "University of Pittsburgh at Greensburg" 0 0
"2127" "Lake Erie College of Osteopathic Medicine branch campus" 0 0
"2128" "Grove City " 0 0
"2129" "Grove City College" 0 0
"2130" "Harrisburg " 0 0
"2131" "Temple University Harrisburg Campus" 0 0
"2132" "Widener University Harrisburg Campus including its School of Law" 0 0
"2133" "Harrisburg University of Science and Technology" 0 0
"2134" "Messiah College's Harrisburg Institute" 0 0
"2135" "Penn State Harrisburg Eastgate Center" 0 0
"2136" "Dixon University Center" 0 0
"2137" "Harrisburg Area Community College" 0 0
"2138" "Hershey " 0 0
"2139" "Penn State Hershey Medical Center" 0 0
"2140" "Huntingdon " 0 0
"2141" "Juniata College" 0 0
"2142" "Indiana " 0 0
"2143" "Indiana University of Pennsylvania" 0 0
"2144" "Johnstown :" 0 0
"2145" "Richland Township " 0 0
"2146" "University of Pittsburgh at Johnstown" 0 0
"2147" "Kennett Square " 0 0
"2148" "University of Pennsylvania School of Veterinary Medicine" 0 0
"2149" "Kutztown " 0 0
"2150" "Kutztown University of Pennsylvania" 0 0
"2151" "Lancaster " 0 0
"2152" "Franklin & Marshall" 0 0
"2153" "Lemoyne " 0 0
"2154" "Duquesne University " 0 0
"2155" "Capital Region Campus" 0 0
"2156" "Lewisburg " 0 0
"2157" "Bucknell University" 0 0
"2158" "Lock Haven " 0 0
"2159" "Lock Haven University of Pennsylvania" 0 0
"2160" "Loretto " 0 0
"2161" "St. Francis University" 0 0
"2162" "Lower Merion Township " 0 0
"2163" "Bryn Mawr College" 0 0
"2164" "Harcum College" 0 0
"2165" "Rosemont College" 0 0
"2166" "St. Charles Borromeo Seminary" 0 0
"2167" "Merion " 0 0
"2168" "Saint Joseph's University" 0 0
"2169" "Mansfield " 0 0
"2170" "Mansfield University of Pennsylvania" 0 0
"2171" "Meadville " 0 0
"2172" "Allegheny College" 0 0
"2173" "Mechanicsburg " 0 0
"2174" "Messiah College" 0 0
"2175" "Mont Alto " 0 0
"2176" "Penn State Mont Alto" 0 0
"2177" "Millersville " 0 0
"2178" "Millersville University of Pennsylvania" 0 0
"2179" "New Wilmington " 0 0
"2180" "Westminster College" 0 0
"2181" "North East " 0 0
"2182" "Mercyhurst North East" 0 0
"2183" "Philadelphia :" 0 0
"2184" "Cecil B. Moore " 0 0
"2185" "Temple University" 0 0
"2186" "Girard College" 0 0
"2187" "Center City " 0 0
"2188" "Temple University Center City Campus" 0 0
"2189" "Drexel University Center City Hahnemann Campus" 0 0
"2190" "Thomas Jefferson University" 0 0
"2191" "Chestnut Hill " 0 0
"2192" "Chestnut Hill College" 0 0
"2193" "East Falls " 0 0
"2194" "Drexel University Queen Lane Campus" 0 0
"2195" "Philadelphia University" 0 0
"2196" "Germantown " 0 0
"2197" "La Salle University" 0 0
"2198" "Logan " 0 0
"2199" "La Salle University " 0 0
"2200" "main campus" 0 0
"2201" "Northeast Philadelphia " 0 0
"2202" "Holy Family University" 0 0
"2203" "Overbrook " 0 0
"2204" "Saint Joseph's University Overbrook campus" 0 0
"2205" "Rittenhouse Square " 0 0
"2206" "University of the Arts" 0 0
"2207" "Peirce College" 0 0
"2208" "University City " 0 0
"2209" "University of Pennsylvania" 0 0
"2210" "Drexel University" 0 0
"2211" "University of the Sciences in Philadelphia" 0 0
"2212" "Community College of Philadelphia" 0 0
"2213" "Lincoln University" 0 0
"2214" "The Restaurant School at Walnut Hill College" 0 0
"2215" "Philadelphia Divinity School" 0 0
"2216" "Philadelphia College of Osteopathy" 0 0
"2217" "Pittsburgh:" 0 0
"2218" "Central Northside " 0 0
"2219" "Community College of Allegheny County" 0 0
"2220" "Downtown Pittsburgh " 0 0
"2221" "Point Park University" 0 0
"2222" "The Art Institute of Pittsburgh" 0 0
"2223" "East Liberty " 0 0
"2224" "Pittsburgh Institute of Mortuary Science" 0 0
"2225" "Oakland " 0 0
"2226" "Carnegie Mellon University" 0 0
"2227" "University of Pittsburgh" 0 0
"2228" "Carlow University" 0 0
"2229" "Squirrel Hill " 0 0
"2230" "Chatham University" 0 0
"2231" "Uptown neighborhood " 0 0
"2232" "Duquesne University" 0 0
"2233" "Reading " 0 0
"2234" "Albright College" 0 0
"2235" "Alvernia University" 0 0
"2236" "Penn State Berks" 0 0
"2237" "Scranton " 0 0
"2238" "University of Scranton" 0 0
"2239" "The Commonwealth Medical College" 0 0
"2240" "Johnson College" 0 0
"2241" "Lackawanna College" 0 0
"2242" "Marywood University" 0 0
"2243" "Fortis Institute" 0 0
"2244" "Selinsgrove " 0 0
"2245" "Susquehanna University" 0 0
"2246" "Shippensburg " 0 0
"2247" "Shippensburg University of Pennsylvania" 0 0
"2248" "Slippery Rock " 0 0
"2249" "Slippery Rock University of Pennsylvania" 0 0
"2250" "State College:" 0 0
"2251" "Downtown State College " 0 0
"2252" "Pennsylvania State University - flagship campus" 0 0
"2253" "Waupelani Heights " 0 0
"2254" "South Hills School of Business & Technology" 0 0
"2255" "Summerdale " 0 0
"2256" "statCentral Pennsylvania College" 0 0
"2257" "Swarthmore " 0 0
"2258" "Swarthmore College" 0 0
"2259" "Upper Dublin Township " 0 0
"2260" "Temple University Ambler and Fort Washington campuses" 0 0
"2261" "DeVry University Fort Washington campus and Gwynedd Mercy College Fort Washington campus" 0 0
"2262" "Villanova " 0 0
"2263" "Villanova University" 0 0
"2264" "Waynesburg " 0 0
"2265" "Waynesburg University" 0 0
"2266" "West Chester " 0 0
"2267" "West Chester University of Pennsylvania" 0 0
"2268" "Wilkes-Barre " 0 0
"2269" "King's College" 0 0
"2270" "Wilkes University" 0 0
"2271" "Williamsport " 0 0
"2272" "Lycoming College" 0 0
"2273" "Pennsylvania College of Technology" 0 0
"2274" "Rhode Island[edit]" 0 0
"2275" "Bristol " 0 0
"2276" "Roger Williams University" 0 0
"2277" "Kingston " 0 0
"2278" "University of Rhode Island" 0 0
"2279" "Newport " 0 0
"2280" "Salve Regina University" 0 0
"2281" "Providence :" 0 0
"2282" "College Hill " 0 0
"2283" "Brown University - main campus" 0 0
"2284" "Rhode Island School of Design" 0 0
"2285" "Downtown " 0 0
"2286" "University of Rhode Island - Feinstein Providence Campus" 0 0
"2287" "Roger Williams University" 0 0
"2288" "Elmhurst " 0 0
"2289" "Providence College" 0 0
"2290" "Jewelry District " 0 0
"2291" "Brown University - Alpert Medical School" 0 0
"2292" "Johnson and Wales University" 0 0
"2293" "Lower South Providence " 0 0
"2294" "Community College of Rhode Island" 0 0
"2295" "Manton " 0 0
"2296" "Rhode Island College" 0 0
"2297" "Smithfield " 0 0
"2298" "Bryant University" 0 0
"2299" "Warwick " 0 0
"2300" "Community College of Rhode Island" 0 0
"2301" "South Carolina[edit]" 0 0
"2302" "Beaufort " 0 0
"2303" "University of South Carolina Beaufort" 0 0
"2304" "Central " 0 0
"2305" "Southern Wesleyan University" 0 0
"2306" "Charleston " 0 0
"2307" "College of Charleston" 0 0
"2308" "The Citadel" 0 0
"2309" "MUSC" 1 202.11
"2310" "Charleston School of Law" 0 0
"2311" "Clemson " 0 0
"2312" "Clemson University" 0 0
"2313" "Clinton " 0 0
"2314" "Presbyterian College" 0 0
"2315" "Columbia " 0 0
"2316" "University of South Carolina" 0 0
"2317" "Due West " 0 0
"2318" "Erskine College" 0 0
"2319" "Florence " 0 0
"2320" "Francis Marion University" 0 0
"2321" "Greenwood " 0 0
"2322" "Lander University" 0 0
"2323" "North Charleston " 0 0
"2324" "Charleston Southern University" 0 0
"2325" "Trident Technical College - Main Campus" 0 0
"2326" "Orangeburg " 0 0
"2327" "South Carolina State University" 0 0
"2328" "Claflin University" 0 0
"2329" "Rock Hill " 0 0
"2330" "Winthrop University" 0 0
"2331" "Spartanburg " 0 0
"2332" "Wofford College" 0 0
"2333" "Converse College" 0 0
"2334" "University of South Carolina Upstate" 0 0
"2335" "Spartanburg Methodist College" 0 0
"2336" "Edward Via College of Osteopathic Medicine" 0 0
"2337" "Spartanburg Community College" 0 0
"2338" "Virginia College" 0 0
"2339" "Sherman College of Chiropractic" 0 0
"2340" "South Dakota[edit]" 0 0
"2341" "Aberdeen" 1 20.09
"2342" "Brookings " 0 0
"2343" "South Dakota State University" 0 0
"2344" "Madison " 0 0
"2345" "Dakota State University" 0 0
"2346" "Mitchell Dakota Weslyan" 0 0
"2347" "Rapid City South Dakota School of Mines & Technology" 0 0
"2348" "Sioux Falls " 0 0
"2349" "University of Sioux Falls" 0 0
"2350" "Augustana University" 0 0
"2351" "Sioux Falls Seminary" 0 0
"2352" "Kilian Community College" 0 0
"2353" "Southeast Technical Institute" 0 0
"2354" "National American University" 0 0
"2355" "South Dakota School for the Deaf" 0 0
"2356" "Globe University/Minnesota School of Business" 0 0
"2357" "University of South Dakota's Sanford School of Medicine " 0 0
"2358" "Sioux Falls campus" 0 0
"2359" "Stewart School" 0 0
"2360" "South Dakota Public Universities and Research Center " 0 0
"2361" "USDSU" 0 0
"2362" "Spearfish " 0 0
"2363" "Black Hills State University" 0 0
"2364" "Vermillion " 0 0
"2365" "University of South Dakota" 0 0
"2366" "Tennessee[edit]" 0 0
"2367" "Chattanooga " 0 0
"2368" "University of Tennessee at Chattanooga" 0 0
"2369" "Clarksville " 0 0
"2370" "Austin Peay State University" 0 0
"2371" "Miller-Motte Technical College" 0 0
"2372" "Nashville State Community College" 0 0
